序号,签单年份,项目规模,金额W,实际毛利率,预计毛利率,实际-预计,签约方式,区域,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
430.0,2022.0,大型项目,189.21,0.63,0.7649,-0.13490000000000002,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431.0,2022.0,微型项目,10.0,0.69,0.706,-0.016000000000000014,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,2022.0,微型项目,8.0,0.81,0.7243,0.0857,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.0,2022.0,大型项目,234.0,0.94,0.9579,-0.017900000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.0,2022.0,小型项目,12.8,0.88,0.8852,-0.005199999999999982,代理商,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.0,2022.0,小型项目,30.0,0.81,0.8255,-0.015499999999999958,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.0,2022.0,微型项目,5.8,0.91,0.9585,-0.04849999999999999,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.0,2022.0,中型项目,98.0,0.76,0.9,-0.14,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,2022.0,微型项目,2.36,0.97,0.822,0.14800000000000002,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.0,2022.0,小型项目,11.25,0.72,0.64,0.07999999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.0,2022.0,中型项目,75.0,0.41,0.5787,-0.16870000000000002,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.0,2022.0,微型项目,2.24,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.0,2022.0,小型项目,16.8,0.96,0.9673,-0.007300000000000084,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0,2022.0,中型项目,49.0,0.88,0.8769,0.0030999999999999917,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.0,2022.0,大型项目,133.0,0.05,0.0616,-0.0116,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0,2022.0,中型项目,43.5,0.86,0.9563,-0.09630000000000005,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,2022.0,小型项目,30.0,0.83,0.7987,0.031299999999999994,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.0,2022.0,微型项目,2.85,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.0,2022.0,小型项目,14.96,0.74,0.1243,0.6157,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.0,2022.0,微型项目,1.28,0.92,1.0,-0.07999999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.0,2022.0,超大型项目,564.57,0.94,0.9697,-0.02970000000000006,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.0,2022.0,大型项目,130.08,0.12,0.4075,-0.2875,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.0,2022.0,微型项目,9.9,0.97,0.9556,0.014399999999999968,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.0,2022.0,微型项目,5.0,0.97,0.916,0.05399999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.0,2022.0,大型项目,299.0,0.83,0.9512,-0.12120000000000009,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.0,2022.0,微型项目,0.7,0.97,0.8,0.16999999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.0,2022.0,大型项目,115.46,0.97,0.981,-0.01100000000000001,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.0,2022.0,小型项目,26.5,0.92,0.8848,0.03520000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,2022.0,大型项目,264.1,0.84,0.7936,0.0464,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.0,2022.0,微型项目,4.5,0.75,0.4222,0.3278,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.0,2022.0,微型项目,7.97,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.0,2022.0,大型项目,146.5,0.82,0.8235,-0.0035000000000000586,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.0,2022.0,小型项目,20.0,0.95,0.892,0.05799999999999994,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,2022.0,微型项目,4.65,0.97,0.9527,0.017299999999999982,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464.0,2022.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465.0,2022.0,微型项目,1.2,0.89,1.0,-0.10999999999999999,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466.0,2022.0,小型项目,18.1,0.92,0.9337,-0.013699999999999934,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467.0,2022.0,小型项目,18.1,0.95,0.9337,0.01629999999999998,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.0,2022.0,微型项目,8.0,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469.0,2022.0,微型项目,9.02,0.97,0.9379,0.03210000000000002,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.0,2022.0,微型项目,5.7,0.96,0.8933,0.06669999999999998,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471.0,2022.0,微型项目,8.5,0.97,0.8682,0.1018,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472.0,2022.0,中型项目,51.0,0.72,0.8882,-0.16820000000000002,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473.0,2022.0,中型项目,38.0,0.82,0.8882,-0.06820000000000004,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474.0,2022.0,微型项目,1.02,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,2022.0,微型项目,5.9,0.97,0.7627,0.20729999999999993,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476.0,2022.0,中型项目,40.0,0.84,0.9175,-0.07750000000000001,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477.0,2022.0,中型项目,45.0,0.86,0.9523,-0.09230000000000005,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478.0,2022.0,中型项目,50.25,0.75,0.6687,0.08130000000000004,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.0,2022.0,中型项目,80.0,0.95,1.0,-0.050000000000000044,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.0,2022.0,小型项目,21.2,0.97,0.9075,0.0625,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481.0,2022.0,中型项目,90.0,0.79,0.8081,-0.018100000000000005,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482.0,2022.0,微型项目,2.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483.0,2022.0,微型项目,10.0,0.93,0.86,0.07000000000000006,代理商,华中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.0,2022.0,中型项目,37.0,0.96,0.9313,0.028699999999999948,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.0,2022.0,微型项目,6.0,0.94,0.3,0.6399999999999999,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.0,2022.0,中型项目,94.16,0.96,0.9817,-0.021700000000000053,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.0,2022.0,中型项目,50.0,0.82,0.844,-0.02400000000000002,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.0,2022.0,小型项目,19.4,0.95,0.8841,0.06589999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.0,2022.0,微型项目,10.0,0.77,0.89,-0.12,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.0,2022.0,中型项目,62.75,0.1,0.0798,0.02020000000000001,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.0,2022.0,微型项目,5.0,0.97,0.916,0.05399999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.0,2022.0,中型项目,48.0,0.71,0.7656,-0.05559999999999998,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.0,2022.0,中型项目,49.0,0.96,0.9469,0.0131,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.0,2022.0,中型项目,75.66,0.69,0.6966,-0.00660000000000005,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.0,2022.0,中型项目,45.0,0.77,0.742,0.028000000000000025,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.0,2022.0,微型项目,5.0,0.9,1.0,-0.09999999999999998,代理商,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.0,2022.0,中型项目,55.0,0.86,0.8886,-0.02859999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.0,2022.0,超大型项目,432.23,0.45,0.4442,0.005800000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499.0,2022.0,中型项目,66.5,0.9,0.9429,-0.04289999999999994,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,2022.0,小型项目,17.0,0.82,0.8582,-0.03820000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.0,2022.0,大型项目,145.0,0.72,0.9504,-0.23040000000000005,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502.0,2022.0,中型项目,56.5,0.8,0.7796,0.020400000000000085,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.0,2022.0,中型项目,77.61,0.73,0.5301,0.19989999999999997,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504.0,2022.0,小型项目,23.0,0.87,0.8952,-0.0252,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505.0,2022.0,超大型项目,399.0,0.67,0.4182,0.2518,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.0,2022.0,微型项目,8.88,0.97,0.8356,0.13439999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507.0,2022.0,大型项目,220.25,0.5,0.2058,0.2942,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508.0,2022.0,微型项目,1.5,0.77,1.0,-0.22999999999999998,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.0,2022.0,微型项目,1.6,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.0,2022.0,中型项目,90.0,0.81,0.9367,-0.12669999999999992,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511.0,2022.0,微型项目,2.8,0.97,0.9,0.06999999999999995,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512.0,2022.0,中型项目,85.0,0.86,0.8964,-0.03639999999999999,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.0,2022.0,微型项目,7.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514.0,2022.0,小型项目,16.0,0.86,0.8813,-0.021299999999999986,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.0,2022.0,微型项目,3.0,0.97,0.5067,0.46329999999999993,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,2022.0,中型项目,44.8,0.87,0.9133,-0.043300000000000005,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.0,2022.0,微型项目,2.25,0.97,0.6889,0.2811,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,2022.0,小型项目,30.0,0.63,0.018,0.612,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,2022.0,中型项目,33.9,0.79,0.6785,0.11150000000000004,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,2022.0,中型项目,34.5,0.96,0.9796,-0.019600000000000062,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.0,2022.0,中型项目,57.97,0.8,0.5382,0.26180000000000003,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522.0,2022.0,微型项目,5.0,0.46,0.58,-0.11999999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,2022.0,微型项目,5.0,0.92,0.748,0.17200000000000004,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524.0,2022.0,微型项目,9.75,0.96,0.7548,0.20519999999999994,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,2022.0,中型项目,80.0,0.76,0.7775,-0.01749999999999996,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526.0,2022.0,中型项目,54.72,0.56,0.5051,0.05490000000000006,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527.0,2022.0,小型项目,22.5,0.86,0.8349,0.02510000000000001,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,2022.0,微型项目,2.0,0.86,0.79,0.06999999999999995,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.0,2022.0,小型项目,18.0,0.92,0.8219,0.09810000000000008,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.0,2022.0,中型项目,50.0,0.92,0.9558,-0.03579999999999994,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.0,2022.0,微型项目,7.48,0.97,1.0,-0.030000000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532.0,2022.0,大型项目,170.0,0.96,0.9553,0.0046999999999999265,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.0,2022.0,微型项目,2.28,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534.0,2022.0,中型项目,77.0,0.76,0.711,0.049000000000000044,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.0,2022.0,微型项目,3.9,0.97,0.7949,0.17509999999999992,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.0,2022.0,大型项目,189.0,0.67,0.7025,-0.03249999999999997,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.0,2022.0,中型项目,56.0,0.87,0.8751,-0.005099999999999993,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.0,2022.0,中型项目,36.0,0.68,0.8415,-0.16149999999999998,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539.0,2022.0,小型项目,11.94,0.97,1.0,-0.030000000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.0,2022.0,微型项目,2.7,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.0,2022.0,微型项目,2.4,0.97,0.8167,0.1533,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.0,2022.0,微型项目,6.8,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.0,2022.0,微型项目,3.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.0,2022.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.0,2022.0,小型项目,26.0,0.77,0.819,-0.04899999999999993,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.0,2022.0,小型项目,24.23,0.75,0.8734,-0.12339999999999995,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547.0,2022.0,中型项目,62.0,0.89,1.0,-0.10999999999999999,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.0,2022.0,微型项目,2.7,0.88,0.8963,-0.01629999999999998,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,2022.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550.0,2022.0,小型项目,22.218,-0.22,-0.0653,-0.1547,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551.0,2022.0,小型项目,17.0,0.97,0.9753,-0.005299999999999971,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.0,2022.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553.0,2022.0,微型项目,9.0,0.83,0.77,0.05999999999999994,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.0,2022.0,微型项目,8.0,0.89,0.21,0.68,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555.0,2022.0,微型项目,5.0,0.95,0.704,0.246,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556.0,2022.0,微型项目,3.498,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557.0,2022.0,小型项目,12.0,0.95,0.9767,-0.026700000000000057,代理商,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.0,2022.0,中型项目,43.5,0.83,0.9038,-0.07380000000000009,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559.0,2022.0,中型项目,42.8,0.86,0.7397,0.12029999999999996,直签,华中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.0,2022.0,小型项目,23.0,0.4,0.6687,-0.26869999999999994,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.0,2022.0,微型项目,3.5,0.93,0.5771,0.3529000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.0,2022.0,微型项目,6.5,0.97,0.9354,0.034599999999999964,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.0,2022.0,中型项目,68.0,0.92,0.9426,-0.022599999999999953,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564.0,2022.0,小型项目,13.0,0.88,0.8,0.07999999999999996,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565.0,2022.0,微型项目,5.7,0.93,1.0,-0.06999999999999995,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566.0,2022.0,微型项目,1.48,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.0,2022.0,中型项目,99.0,0.61,0.5237,0.08629999999999993,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.0,2022.0,小型项目,11.0,0.95,0.7273,0.2227,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.0,2022.0,大型项目,226.41,0.92,0.9707,-0.05069999999999997,代理商,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.0,2022.0,微型项目,6.0,0.97,0.89,0.07999999999999996,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.0,2022.0,中型项目,40.0,0.41,0.4211,-0.011099999999999999,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572.0,2022.0,微型项目,2.5,0.97,1.0,-0.030000000000000027,代理商,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.0,2022.0,小型项目,15.0,0.97,1.0,-0.030000000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.0,2022.0,中型项目,48.0,0.95,0.9458,0.0041999999999999815,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.0,2022.0,小型项目,22.0,0.69,0.8377,-0.14770000000000005,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576.0,2022.0,微型项目,5.0,0.96,0.7556,0.20439999999999992,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577.0,2022.0,微型项目,2.25,0.94,0.56,0.3799999999999999,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.0,2022.0,微型项目,3.15,0.97,0.8667,0.10329999999999995,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
